ds,yhat,yhat_lower,yhat_upper
2016-09-20,38.228193288596,36.52474177379915,39.98995511146851
2016-09-21,38.297836413404724,36.72530670394315,39.905646829079465
2016-09-22,38.30080700710232,36.708306064340306,39.88327043993664
2016-09-23,38.33720996447308,36.71633375773251,39.9983071301324
2016-09-26,38.42602011862078,36.775374756575104,40.05731116863568
2016-09-27,38.358773341368774,36.691504034248204,39.994032577664946
2016-09-28,38.42841646617758,36.78124844806711,40.16840968296703
2016-09-29,38.431387059875156,36.72893458022793,40.12135763534236
2016-09-30,38.46779001724563,36.9096444034415,40.129057878841884
2016-10-03,39.001648723728835,37.38277770957664,40.587883847405564
2016-10-04,38.959353454297165,37.37247327780271,40.6342099982809
2016-10-05,39.03513879562591,37.448362547373826,40.638952578206684
2016-10-06,39.05299816095084,37.455478633081825,40.52629943517112
2016-10-07,39.085107199016946,37.51310180657973,40.750781486489224
2016-10-10,39.173160044405535,37.585252058507265,40.825839377098305
2016-10-11,39.130864774973766,37.49632369237104,40.85335492470781
2016-10-12,39.20665011630249,37.64110878818819,40.71510400633936
2016-10-13,39.22450948162743,37.74786583053412,40.78561237430515
2016-10-14,39.25661851969354,37.67250449030357,40.830353527165464
2016-10-17,39.344671365082036,37.702692295426715,40.90449077515382
2016-10-18,39.30237609565033,37.55770251102961,40.983508830302114
2016-10-19,39.37816143697908,37.80776209790027,41.12985786939113
2016-10-20,39.39602080230401,37.7193511682574,41.03911294436889
2016-10-21,39.42812984037011,37.84738063478421,41.04591560400645
2016-10-24,39.516182685758544,37.953542649783095,41.13013102719557
2016-10-25,39.47388741632692,37.91172863378624,41.227432120110606
2016-10-26,39.549672757655536,37.82057212358053,41.25215205370123
2016-10-27,39.567532122980545,37.91608408270353,41.152906243583104
2016-10-28,39.599641161046705,38.03438632079915,41.18764725926532
2016-10-31,39.687694006435045,38.10535661691686,41.36584295999268
2016-11-01,40.062917574152166,38.560098706651225,41.658904198137385
2016-11-02,40.141073973163024,38.67847074075676,41.660788529009764
2016-11-03,40.1552366506974,38.62255911610984,41.623872363058425
2016-11-04,40.191425792010236,38.71958800982514,41.74607387304063
2016-11-07,40.29478407604252,38.66281443646579,41.87840429232943
2016-11-08,40.27808619291054,38.84299371781584,41.82018090928046
2016-11-09,40.356242591921415,38.83270951164126,41.900472552102286
2016-11-10,40.370405269455674,38.82008218532636,41.93081587423053
2016-11-11,40.4065944107686,38.912806039102975,42.027699849261225
2016-11-14,40.509952694800795,39.07070980533099,42.20094501720295
2016-11-15,40.4932548116689,38.970591275183075,42.09706469837717
2016-11-16,40.57141121067971,38.9646333088062,41.989645760150474
2016-11-17,40.585573888214,39.090295537722184,42.21693445825109
2016-11-18,40.62176302952691,39.02534267882919,42.11785492884089
2016-11-21,40.725121313559065,39.176986581295665,42.26468873229577
2016-11-22,40.70842343042726,39.09721070838592,42.24161570612484
2016-11-23,40.78657982943807,39.21657027265397,42.37533389126682
2016-11-25,40.83693164828523,39.248527295319924,42.34020881114431
2016-11-28,40.94028993231751,39.36917631202405,42.55445297563959
2016-11-29,40.92359204918552,39.387989101574014,42.54989832711228
2016-11-30,41.0017484481964,39.50719461953447,42.67236776901658
2016-12-01,39.752075809463136,38.232849894703385,41.32713124769726
2016-12-02,39.75464074269701,38.06288655673147,41.36175922979786
2016-12-05,39.83945854088543,38.20760865137484,41.47484684632117
2016-12-06,39.822174604277535,38.2511968920442,41.504939923509404
2016-12-07,39.871469375404985,38.359057485937285,41.487752940692985
2016-12-08,39.89927474900757,38.185634331874006,41.55052165902526
2016-12-09,39.90183968224127,38.36831047720997,41.38465905123767
2016-12-12,39.986657480429805,38.45437888504624,41.61544908929662
2016-12-13,39.969373543821874,38.25139573111042,41.62396401351631
2016-12-14,40.01866831494932,38.42040976337988,41.693297324211045
2016-12-15,40.046473688551934,38.3855009838942,41.73716226036559
2016-12-16,40.04903862178569,38.39904465460188,41.705022063099946
2016-12-19,40.13385641997408,38.38686239278384,41.76570704307312
2016-12-20,40.11657248336632,38.400210668662474,41.655065436669325
2016-12-21,40.165867254493776,38.52697328939789,41.76381882949395
2016-12-22,40.193672628096316,38.62120647946219,41.7185196935336
2016-12-23,40.196237561330115,38.482727429172456,41.71442253075723
2016-12-27,40.26377142291066,38.70892614808095,41.7880675067523
2016-12-28,40.31306619403815,38.74170326868527,42.005904880346904
2016-12-29,40.340871567640704,38.76103567357009,41.86740539037436
2016-12-30,40.343436500874425,38.712648920373866,41.893664094392996
2017-01-03,39.673815349409374,38.19328373339713,41.25832049951371
2017-01-04,39.71739330913853,38.087681789398374,41.28294854681454
2017-01-05,39.711979171209556,38.188926439939394,41.24032403433478
2017-01-06,39.709043084574695,38.169270580536235,41.150755575352115
2017-01-09,39.78877664913088,38.26805582855561,41.31470535580097
2017-01-10,39.76899764046083,38.2932996768613,41.34587397143655
2017-01-11,39.812575600189845,38.24154212201455,41.40744953375937
2017-01-12,39.80716146226102,38.316567272486004,41.33724142489279
2017-01-13,39.80422537562609,38.213231909742426,41.370540597671585
2017-01-17,39.86417993151222,38.30876961544934,41.397707403033216
2017-01-18,39.907757891241324,38.365448292709615,41.402407769283265
2017-01-19,39.902343753312444,38.39507973717002,41.36060638633169
2017-01-20,39.899407666677575,38.38875542178373,41.42423256653021
2017-01-23,39.979141231233726,38.51612674643415,41.455471075943066
2017-01-24,39.95936222256365,38.385347950005915,41.45085310713295
2017-01-25,40.0029401822928,38.45667100540487,41.60358283728836
2017-01-26,39.997526044363816,38.41886320592322,41.64059334701957
2017-01-27,39.99458995772897,38.532825301312265,41.53674033686161
2017-01-30,40.07432352228512,38.493512904454256,41.68885339146972
2017-01-31,40.05454451361504,38.491442536655256,41.682122906930196
2017-02-01,40.17346200924412,39.06563375420855,41.260649392634896
2017-02-02,40.146734940340025,39.04693134951219,41.202243232200054
2017-02-03,40.13537032753819,39.01944089367411,41.27774639002848
2017-02-06,40.07994702477251,38.99274866229299,41.16843672082787
2017-02-07,40.07324118525104,39.01869916706435,41.217651613702685
2017-02-08,40.09829335989497,38.99299620291361,41.18003883167197
2017-02-09,40.06333753041212,38.93037967219678,41.13688901061124
2017-02-10,40.04906524050192,39.01160250435365,41.13365714187685
2017-02-13,40.018296899811475,38.93489841569693,40.955043349011774
2017-02-14,40.03076786232555,38.95231128605609,41.10373201133176
2017-02-15,40.080070215172384,38.98034406818542,41.14945025823773
2017-02-16,40.07401177524882,39.036835285134025,41.179790019948435
2017-02-17,40.0927485993884,38.989646997374244,41.2072044032715
2017-02-21,40.23382124126246,39.225077208177076,41.364853573126545
2017-02-22,40.32581359253331,39.24415404325108,41.41949513104751
2017-02-23,40.361876590155845,39.37055460399351,41.44302012672618
2017-02-24,40.42131035528974,39.39277184679652,41.504955104584624
2017-02-27,40.613065472273654,39.5163020536569,41.71410754474414
2017-02-28,40.69524026111895,39.51639856136902,41.84312538456739
2017-03-01,41.45457011166809,40.407880231063054,42.5365798280178
2017-03-02,41.50580952785545,40.363241849156516,42.583401746278255
2017-03-03,41.571005012203244,40.55125861951044,42.58072218389649
2017-03-06,41.739450052092025,40.7593239977327,42.79689087222287
2017-03-07,41.80512500319369,40.667260151197254,42.91163402966697
2017-03-08,41.89211383559029,40.8193412164787,42.962702392163784
2017-03-09,41.92291731076636,40.91974749500669,43.048604392998676
2017-03-10,41.96481902223519,40.90124566017855,42.97771449395119
2017-03-13,42.05072311175213,40.91816972679355,43.134937687104
2017-03-14,42.08631250797585,41.04965818752705,43.12611080150585
2017-03-15,42.142789667286095,41.205701462667406,43.21968401977272
2017-03-16,42.1431679120055,41.02519198924894,43.142792934730686
2017-03-17,42.15522479056835,41.15720043760279,43.22114830099272
2017-03-20,42.159509670944665,41.11710978017919,43.19024795769618
2017-03-21,42.17177245726945,41.05295183558654,43.1999233519715
2017-03-22,42.207337282262124,41.14169327210472,43.25821548224217
2017-03-23,42.189401383848214,41.1182163824547,43.26346066811529
2017-03-24,42.18585344870429,41.11467286622306,43.31002999911535
2017-03-27,42.15957567735705,41.085502582127575,43.18516126406503
2017-03-28,42.16670350290459,41.22151961720549,43.2986066679586
2017-03-29,42.19930804319672,41.0665381109932,43.320749294170426
2017-03-30,42.18028594910928,41.08021691714978,43.271970729689144
2017-03-31,42.17717626080451,41.122770500319795,43.279074846848815
2017-04-03,41.783716539829506,40.62819756866845,42.80017141039573
2017-04-04,41.793397664390795,40.774193549745014,42.73417433164391
2017-04-05,41.844409949088934,40.83112927251643,42.94407511540314
2017-04-06,41.830617021526784,40.78696768835725,42.82601088445884
2017-04-07,41.83661661259312,40.702557709722264,42.939383349092196
2017-04-10,41.841961496423316,40.773930241691275,42.85414420875057
2017-04-11,41.8453336211266,40.77233649334016,42.85866806735009
2017-04-12,41.88542685621385,40.849068092579934,42.95667587797212
2017-04-13,41.85608203069619,40.88274185840842,42.876028471741755
2017-04-17,41.76263151152479,40.72313149117928,42.84439599626583
2017-04-18,41.73108900289124,40.67894838893776,42.75265458595814
2017-04-19,41.733908080986495,40.60194724905819,42.743823451541175
2017-04-20,41.66563817967718,40.53748928223399,42.78567171657078
2017-04-21,41.61174370502605,40.571375036626144,42.73370865530855
2017-04-24,41.41588069989793,40.40319660182489,42.53825395398665
2017-04-25,41.349269543796304,40.30353700251799,42.435906531245664
2017-04-26,41.32025698807573,40.215832418809995,42.31028102425018
2017-04-27,41.2241427092875,40.20709674654874,42.31869026991741
2017-04-28,41.14707538008611,39.98873788027555,42.21603352826681
2017-05-01,42.07961040792755,40.99785591160145,43.19377802247153
